# group,element,VR,keyword,VM,name
0072,003a,CS,RelativeTimeUnits,1,"Relative Time Units"
0072,003c,SS,AbstractPriorValue,2,"Abstract Prior Value"
0072,003e,SQ,AbstractPriorCodeSequence,1,"Abstract Prior Code Sequence"
0072,0040,LO,ImageSetLabel,1,"Image Set Label"
0072,0050,CS,SelectorAttributeVR,1,"Selector Attribute VR"
0072,0052,AT,SelectorSequencePointer,1-n,"Selector Sequence Pointer"
0072,0054,LO,SelectorSequencePointerPrivateCreator,1-n,"Selector Sequence Pointer Private Creator"
0072,0056,LO,SelectorAttributePrivateCreator,1,"Selector Attribute Private Creator"
0072,005e,AE,SelectorAEValue,1-n,"Selector AE Value"
0072,005f,AS,SelectorASValue,1-n,"Selector AS Value"
0072,0060,AT,SelectorATValue,1-n,"Selector AT Value"
0072,0061,DA,SelectorDAValue,1-n,"Selector DA Value"
0072,0062,CS,SelectorCSValue,1-n,"Selector CS Value"
0072,0063,DT,SelectorDTValue,1-n,"Selector DT Value"
0072,0064,IS,SelectorISValue,1-n,"Selector IS Value"
0072,0065,OB,SelectorOBValue,1,"Selector OB Value"
0072,0066,LO,SelectorLOValue,1-n,"Selector LO Value"
0072,0067,OF,SelectorOFValue,1,"Selector OF Value"
0072,0068,LT,SelectorLTValue,1,"Selector LT Value"
0072,0069,OW,SelectorOWValue,1,"Selector OW Value"
0072,006a,PN,SelectorPNValue,1-n,"Selector PN Value"
0072,006b,TM,SelectorTMValue,1-n,"Selector TM Value"
0072,006c,SH,SelectorSHValue,1-n,"Selector SH Value"
0072,006d,UN,SelectorUNValue,1,"Selector UN Value"
0072,006e,ST,SelectorSTValue,1,"Selector ST Value"
0072,006f,UC,SelectorUCValue,1-n,"Selector UC Value"
0072,0070,UT,SelectorUTValue,1,"Selector UT Value"
0072,0071,UR,SelectorURValue,1,"Selector UR Value"
0072,0072,DS,SelectorDSValue,1-n,"Selector DS Value"
0072,0073,OD,SelectorODValue,1,"Selector OD Value"
0072,0074,FD,SelectorFDValue,1-n,"Selector FD Value"
0072,0075,OL,SelectorOLValue,1,"Selector OL Value"
0072,0076,FL,SelectorFLValue,1-n,"Selector FL Value"
0072,0078,UL,SelectorULValue,1-n,"Selector UL Value"
0072,007a,US,SelectorUSValue,1-n,"Selector US Value"
0072,007c,SL,SelectorSLValue,1-n,"Selector SL Value"
0072,007e,SS,SelectorSSValue,1-n,"Selector SS Value"
0072,007f,UI,SelectorUIValue,1-n,"Selector UI Value"
0072,0080,SQ,SelectorCodeSequenceValue,1,"Selector Code Sequence Value"
0072,0100,US,NumberOfScreens,1,"Number of Screens"
0072,0102,SQ,NominalScreenDefinitionSequence,1,"Nominal Screen Definition Sequence"
0072,0104,US,NumberOfVerticalPixels,1,"Number of Vertical Pixels"
0072,0106,US,NumberOfHorizontalPixels,1,"Number of Horizontal Pixels"
0072,0108,FD,DisplayEnvironmentSpatialPosition,4,"Display Environment Spatial Position"
0072,010a,US,ScreenMinimumGrayscaleBitDepth,1,"Screen Minimum Grayscale Bit Depth"
0072,010c,US,ScreenMinimumColorBitDepth,1,"Screen Minimum Color Bit Depth"
0072,010e,US,ApplicationMaximumRepaintTime,1,"Application Maximum Repaint Time"
0072,0200,SQ,DisplaySetsSequence,1,"Display Sets Sequence"
0072,0202,US,DisplaySetNumber,1,"Display Set Number"
0072,0203,LO,DisplaySetLabel,1,"Display Set Label"
0072,0204,US,DisplaySetPresentationGroup,1,"Display Set Presentation Group"
0072,0206,LO,DisplaySetPresentationGroupDescription,1,"Display Set Presentation Group Description"
0072,0208,CS,PartialDataDisplayHandling,1,"Partial Data Display Handling"
0072,0210,SQ,SynchronizedScrollingSequence,1,"Synchronized Scrolling Sequence"
0072,0212,US,DisplaySetScrollingGroup,2-n,"Display Set Scrolling Group"
0072,0214,SQ,NavigationIndicatorSequence,1,"Navigation Indicator Sequence"
0072,0216,US,NavigationDisplaySet,1,"Navigation Display Set"
0072,0218,US,ReferenceDisplaySets,1-n,"Reference Display Sets"
0072,0300,SQ,ImageBoxesSequence,1,"Image Boxes Sequence"
0072,0302,US,ImageBoxNumber,1,"Image Box Number"
0072,0304,CS,ImageBoxLayoutType,1,"Image Box Layout Type"
0072,0306,US,ImageBoxTileHorizontalDimension,1,"Image Box Tile Horizontal Dimension"
0072,0308,US,ImageBoxTileVerticalDimension,1,"Image Box Tile Vertical Dimension"
0072,0310,CS,ImageBoxScrollDirection,1,"Image Box Scroll Direction"
0072,0312,CS,ImageBoxSmallScrollType,1,"Image Box Small Scroll Type"
0072,0314,US,ImageBoxSmallScrollAmount,1,"Image Box Small Scroll Amount"
0072,0316,CS,ImageBoxLargeScrollType,1,"Image Box Large Scroll Type"
0072,0318,US,ImageBoxLargeScrollAmount,1,"Image Box Large Scroll Amount"
0072,0320,US,ImageBoxOverlapPriority,1,"Image Box Overlap Priority"
0072,0330,FD,CineRelativeToRealTime,1,"Cine Relative to Real-Time"
0072,0400,SQ,FilterOperationsSequence,1,"Filter Operations Sequence"
0072,0402,CS,FilterByCategory,1,"Filter-by Category"
0072,0404,CS,FilterByAttributePresence,1,"Filter-by Attribute Presence"
0072,0406,CS,FilterByOperator,1,"Filter-by Operator"
0072,0420,US,StructuredDisplayBackgroundCIELabValue,3,"Structured Display Background CIELab Value"
0072,0421,US,EmptyImageBoxCIELabValue,3,"Empty Image Box CIELab Value"
0072,0422,SQ,StructuredDisplayImageBoxSequence,1,"Structured Display Image Box Sequence"
0072,0424,SQ,StructuredDisplayTextBoxSequence,1,"Structured Display Text Box Sequence"
0072,0427,SQ,ReferencedFirstFrameSequence,1,"Referenced First Frame Sequence"
0072,0430,SQ,ImageBoxSynchronizationSequence,1,"Image Box Synchronization Sequence"
0072,0432,US,SynchronizedImageBoxList,2-n,"Synchronized Image Box List"
0072,0434,CS,TypeOfSynchronization,1,"Type of Synchronization"
0072,0500,CS,BlendingOperationType,1,"Blending Operation Type"
0072,0510,CS,ReformattingOperationType,1,"Reformatting Operation Type"
0072,0512,FD,ReformattingThickness,1,"Reformatting Thickness"
0072,0514,FD,ReformattingInterval,1,"Reformatting Interval"
0072,0516,CS,ReformattingOperationInitialViewDirection,1,"Reformatting Operation Initial View Direction"
0072,0520,CS,ThreeDRenderingType,1-n,"3D Rendering Type"
0072,0600,SQ,SortingOperationsSequence,1,"Sorting Operations Sequence"
0072,0602,CS,SortByCategory,1,"Sort-by Category"
0072,0604,CS,SortingDirection,1,"Sorting Direction"
0072,0700,CS,DisplaySetPatientOrientation,2,"Display Set Patient Orientation"
0072,0702,CS,VOIType,1,"VOI Type"
0072,0704,CS,PseudoColorType,1,"Pseudo-Color Type"
0072,0705,SQ,PseudoColorPaletteInstanceReferenceSequence,1,"Pseudo-Color Palette Instance Reference Sequence"
0072,0706,CS,ShowGrayscaleInverted,1,"Show Grayscale Inverted"
0072,0710,CS,ShowImageTrueSizeFlag,1,"Show Image True Size Flag"
0072,0712,CS,ShowGraphicAnnotationFlag,1,"Show Graphic Annotation Flag"
0072,0714,CS,ShowPatientDemographicsFlag,1,"Show Patient Demographics Flag"
0072,0716,CS,ShowAcquisitionTechniquesFlag,1,"Show Acquisition Techniques Flag"
0072,0717,CS,DisplaySetHorizontalJustification,1,"Display Set Horizontal Justification"
0072,0718,CS,DisplaySetVerticalJustification,1,"Display Set Vertical Justification"
0074,0120,FD,ContinuationStartMeterset,1,"Continuation Start Meterset"
0074,0121,FD,ContinuationEndMeterset,1,"Continuation End Meterset"
0074,1000,CS,ProcedureStepState,1,"Procedure Step State"
0074,1002,SQ,ProcedureStepProgressInformationSequence,1,"Procedure Step Progress Information Sequence"
0074,1004,DS,ProcedureStepProgress,1,"Procedure Step Progress"
0074,1006,ST,ProcedureStepProgressDescription,1,"Procedure Step Progress Description"
0074,1007,SQ,ProcedureStepProgressParametersSequence,1,"Procedure Step Progress Parameters Sequence"
0074,1008,SQ,ProcedureStepCommunicationsURISequence,1,"Procedure Step Communications URI Sequence"
0074,100a,UR,ContactURI,1,"Contact URI"
0074,100c,LO,ContactDisplayName,1,"Contact Display Name"
0074,100e,SQ,ProcedureStepDiscontinuationReasonCodeSequence,1,"Procedure Step Discontinuation Reason Code Sequence"
0074,1020,SQ,BeamTaskSequence,1,"Beam Task Sequence"
0074,1022,CS,BeamTaskType,1,"Beam Task Type"
0074,1024,IS,BeamOrderIndexTrial,1,"Beam Order Index (Trial)"
0074,1025,CS,AutosequenceFlag,1,"Autosequence Flag"
0074,1026,FD,TableTopVerticalAdjustedPosition,1,"Table Top Vertical Adjusted Position"
0074,1027,FD,TableTopLongitudinalAdjustedPosition,1,"Table Top Longitudinal Adjusted Position"
0074,1028,FD,TableTopLateralAdjustedPosition,1,"Table Top Lateral Adjusted Position"
0074,102a,FD,PatientSupportAdjustedAngle,1,"Patient Support Adjusted Angle"
0074,102b,FD,TableTopEccentricAdjustedAngle,1,"Table Top Eccentric Adjusted Angle"
0074,102c,FD,TableTopPitchAdjustedAngle,1,"Table Top Pitch Adjusted Angle"
0074,102d,FD,TableTopRollAdjustedAngle,1,"Table Top Roll Adjusted Angle"
0074,1030,SQ,DeliveryVerificationImageSequence,1,"Delivery Verification Image Sequence"
0074,1032,CS,VerificationImageTiming,1,"Verification Image Timing"
0074,1034,CS,DoubleExposureFlag,1,"Double Exposure Flag"
0074,1036,CS,DoubleExposureOrdering,1,"Double Exposure Ordering"
0074,1038,DS,DoubleExposureMetersetTrial,1,"Double Exposure Meterset (Trial)"
0074,103a,DS,DoubleExposureFieldDeltaTrial,4,"Double Exposure Field Delta (Trial)"
0074,1040,SQ,RelatedReferenceRTImageSequence,1,"Related Reference RT Image Sequence"
0074,1042,SQ,GeneralMachineVerificationSequence,1,"General Machine Verification Sequence"
0074,1044,SQ,ConventionalMachineVerificationSequence,1,"Conventional Machine Verification Sequence"
0074,1046,SQ,IonMachineVerificationSequence,1,"Ion Machine Verification Sequence"
0074,1048,SQ,FailedAttributesSequence,1,"Failed Attributes Sequence"
0074,104a,SQ,OverriddenAttributesSequence,1,"Overridden Attributes Sequence"
0074,104c,SQ,ConventionalControlPointVerificationSequence,1,"Conventional Control Point Verification Sequence"
0074,104e,SQ,IonControlPointVerificationSequence,1,"Ion Control Point Verification Sequence"
0074,1050,SQ,AttributeOccurrenceSequence,1,"Attribute Occurrence Sequence"
0074,1052,AT,AttributeOccurrencePointer,1,"Attribute Occurrence Pointer"
0074,1054,UL,AttributeItemSelector,1,"Attribute Item Selector"
0074,1056,LO,AttributeOccurrencePrivateCreator,1,"Attribute Occurrence Private Creator"
0074,1057,IS,SelectorSequencePointerItems,1-n,"Selector Sequence Pointer Items"
0074,1200,CS,ScheduledProcedureStepPriority,1,"Scheduled Procedure Step Priority"
0074,1202,LO,WorklistLabel,1,"Worklist Label"
0074,1204,LO,ProcedureStepLabel,1,"Procedure Step Label"
0074,1210,SQ,ScheduledProcessingParametersSequence,1,"Scheduled Processing Parameters Sequence"
0074,1212,SQ,PerformedProcessingParametersSequence,1,"Performed Processing Parameters Sequence"
0074,1216,SQ,UnifiedProcedureStepPerformedProcedureSequence,1,"Unified Procedure Step Performed Procedure Sequence"
0074,1220,SQ,RelatedProcedureStepSequence,1,"Related Procedure Step Sequence"
0074,1222,LO,ProcedureStepRelationshipType,1,"Procedure Step Relationship Type"
0074,1224,SQ,ReplacedProcedureStepSequence,1,"Replaced Procedure Step Sequence"
0074,1230,LO,DeletionLock,1,"Deletion Lock"
0074,1234,AE,ReceivingAE,1,"Receiving AE"
0074,1236,AE,RequestingAE,1,"Requesting AE"
0074,1238,LT,ReasonForCancellation,1,"Reason for Cancellation"
0074,1242,CS,SCPStatus,1,"SCP Status"
0074,1244,CS,SubscriptionListStatus,1,"Subscription List Status"
0074,1246,CS,UnifiedProcedureStepListStatus,1,"Unified Procedure Step List Status"
0074,1324,UL,BeamOrderIndex,1,"Beam Order Index"
0074,1338,FD,DoubleExposureMeterset,1,"Double Exposure Meterset"
0074,133a,FD,DoubleExposureFieldDelta,4,"Double Exposure Field Delta"
0074,1401,SQ,BrachyTaskSequence,1,"Brachy Task Sequence"
0074,1402,DS,ContinuationStartTotalReferenceAirKerma,1,"Continuation Start Total Reference Air Kerma"
0074,1403,DS,ContinuationEndTotalReferenceAirKerma,1,"Continuation End Total Reference Air Kerma"
0074,1404,IS,ContinuationPulseNumber,1,"Continuation Pulse Number"
0074,1405,SQ,ChannelDeliveryOrderSequence,1,"Channel Delivery Order Sequence"
0074,1406,IS,ReferencedChannelNumber,1,"Referenced Channel Number"
0074,1407,DS,StartCumulativeTimeWeight,1,"Start Cumulative Time Weight"
0074,1408,DS,EndCumulativeTimeWeight,1,"End Cumulative Time Weight"
0074,1409,SQ,OmittedChannelSequence,1,"Omitted Channel Sequence"
0074,140a,CS,ReasonForChannelOmission,1,"Reason for Channel Omission"
0074,140b,LO,ReasonForChannelOmissionDescription,1,"Reason for Channel Omission Description"
0074,140c,IS,ChannelDeliveryOrderIndex,1,"Channel Delivery Order Index"
0074,140d,SQ,ChannelDeliveryContinuationSequence,1,"Channel Delivery Continuation Sequence"
0074,140e,SQ,OmittedApplicationSetupSequence,1,"Omitted Application Setup Sequence"
0076,0001,LO,ImplantAssemblyTemplateName,1,"Implant Assembly Template Name"
0076,0003,LO,ImplantAssemblyTemplateIssuer,1,"Implant Assembly Template Issuer"
0076,0006,LO,ImplantAssemblyTemplateVersion,1,"Implant Assembly Template Version"
0076,0008,SQ,ReplacedImplantAssemblyTemplateSequence,1,"Replaced Implant Assembly Template Sequence"
0076,000a,CS,ImplantAssemblyTemplateType,1,"Implant Assembly Template Type"
0076,000c,SQ,OriginalImplantAssemblyTemplateSequence,1,"Original Implant Assembly Template Sequence"
0076,000e,SQ,DerivationImplantAssemblyTemplateSequence,1,"Derivation Implant Assembly Template Sequence"
0076,0010,SQ,ImplantAssemblyTemplateTargetAnatomySequence,1,"Implant Assembly Template Target Anatomy Sequence"
0076,0020,SQ,ProcedureTypeCodeSequence,1,"Procedure Type Code Sequence"
0076,0030,LO,SurgicalTechnique,1,"Surgical Technique"
0076,0032,SQ,ComponentTypesSequence,1,"Component Types Sequence"
0076,0034,SQ,ComponentTypeCodeSequence,1,"Component Type Code Sequence"
0076,0036,CS,ExclusiveComponentType,1,"Exclusive Component Type"
0076,0038,CS,MandatoryComponentType,1,"Mandatory Component Type"
0076,0040,SQ,ComponentSequence,1,"Component Sequence"
0076,0055,US,ComponentID,1,"Component ID"
0076,0060,SQ,ComponentAssemblySequence,1,"Component Assembly Sequence"
0076,0070,US,Component1ReferencedID,1,"Component 1 Referenced ID"
0076,0080,US,Component1ReferencedMatingFeatureSetID,1,"Component 1 Referenced Mating Feature Set ID"
0076,0090,US,Component1ReferencedMatingFeatureID,1,"Component 1 Referenced Mating Feature ID"
0076,00a0,US,Component2ReferencedID,1,"Component 2 Referenced ID"
0076,00b0,US,Component2ReferencedMatingFeatureSetID,1,"Component 2 Referenced Mating Feature Set ID"
0076,00c0,US,Component2ReferencedMatingFeatureID,1,"Component 2 Referenced Mating Feature ID"
0078,0001,LO,ImplantTemplateGroupName,1,"Implant Template Group Name"
0078,0010,ST,ImplantTemplateGroupDescription,1,"Implant Template Group Description"
0078,0020,LO,ImplantTemplateGroupIssuer,1,"Implant Template Group Issuer"
0078,0024,LO,ImplantTemplateGroupVersion,1,"Implant Template Group Version"
0078,0026,SQ,ReplacedImplantTemplateGroupSequence,1,"Replaced Implant Template Group Sequence"
0078,0028,SQ,ImplantTemplateGroupTargetAnatomySequence,1,"Implant Template Group Target Anatomy Sequence"
0078,002a,SQ,ImplantTemplateGroupMembersSequence,1,"Implant Template Group Members Sequence"
0078,002e,US,ImplantTemplateGroupMemberID,1,"Implant Template Group Member ID"
0078,0050,FD,ThreeDImplantTemplateGroupMemberMatchingPoint,3,"3D Implant Template Group Member Matching Point"
0078,0060,FD,ThreeDImplantTemplateGroupMemberMatchingAxes,9,"3D Implant Template Group Member Matching Axes"
0078,0070,SQ,ImplantTemplateGroupMemberMatching2DCoordinatesSequence,1,"Implant Template Group Member Matching 2D Coordinates Sequence"
0078,0090,FD,TwoDImplantTemplateGroupMemberMatchingPoint,2,"2D Implant Template Group Member Matching Point"
0078,00a0,FD,TwoDImplantTemplateGroupMemberMatchingAxes,4,"2D Implant Template Group Member Matching Axes"
0078,00b0,SQ,ImplantTemplateGroupVariationDimensionSequence,1,"Implant Template Group Variation Dimension Sequence"
0078,00b2,LO,ImplantTemplateGroupVariationDimensionName,1,"Implant Template Group Variation Dimension Name"
0078,00b4,SQ,ImplantTemplateGroupVariationDimensionRankSequence,1,"Implant Template Group Variation Dimension Rank Sequence"
0078,00b6,US,ReferencedImplantTemplateGroupMemberID,1,"Referenced Implant Template Group Member ID"
0078,00b8,US,ImplantTemplateGroupVariationDimensionRank,1,"Implant Template Group Variation Dimension Rank"
0080,0001,SQ,SurfaceScanAcquisitionTypeCodeSequence,1,"Surface Scan Acquisition Type Code Sequence"
0080,0002,SQ,SurfaceScanModeCodeSequence,1,"Surface Scan Mode Code Sequence"
0080,0003,SQ,RegistrationMethodCodeSequence,1,"Registration Method Code Sequence"
0080,0004,FD,ShotDurationTime,1,"Shot Duration Time"
0080,0005,FD,ShotOffsetTime,1,"Shot Offset Time"
0080,0006,US,SurfacePointPresentationValueData,1-n,"Surface Point Presentation Value Data"
0080,0007,US,SurfacePointColorCIELabValueData,3-3n,"Surface Point Color CIELab Value Data"
0080,0008,SQ,UVMappingSequence,1,"UV Mapping Sequence"
0080,0009,SH,TextureLabel,1,"Texture Label"
0080,0010,OF,UValueData,1,"U Value Data"
0080,0011,OF,VValueData,1,"V Value Data"
0080,0012,SQ,ReferencedTextureSequence,1,"Referenced Texture Sequence"
0080,0013,SQ,ReferencedSurfaceDataSequence,1,"Referenced Surface Data Sequence"
0082,0001,CS,AssessmentSummary,1,"Assessment Summary"
0082,0003,UT,AssessmentSummaryDescription,1,"Assessment Summary Description"
0082,0004,SQ,AssessedSOPInstanceSequence,1,"Assessed SOP Instance Sequence"
0082,0005,SQ,ReferencedComparisonSOPInstanceSequence,1,"Referenced Comparison SOP Instance Sequence"
0082,0006,UL,NumberOfAssessmentObservations,1,"Number of Assessment Observations"
0082,0007,SQ,AssessmentObservationsSequence,1,"Assessment Observations Sequence"
0082,0008,CS,ObservationSignificance,1,"Observation Significance"
0082,000a,UT,ObservationDescription,1,"Observation Description"
0082,000c,SQ,StructuredConstraintObservationSequence,1,"Structured Constraint Observation Sequence"
0082,0010,SQ,AssessedAttributeValueSequence,1,"Assessed Attribute Value Sequence"
0082,0016,LO,AssessmentSetID,1,"Assessment Set ID"
0082,0017,SQ,AssessmentRequesterSequence,1,"Assessment Requester Sequence"
0082,0018,LO,SelectorAttributeName,1,"Selector Attribute Name"
0082,0019,LO,SelectorAttributeKeyword,1,"Selector Attribute Keyword"
0082,0021,SQ,AssessmentTypeCodeSequence,1,"Assessment Type Code Sequence"
0082,0022,SQ,ObservationBasisCodeSequence,1,"Observation Basis Code Sequence"
0082,0023,LO,AssessmentLabel,1,"Assessment Label"
0082,0032,CS,ConstraintType,1,"Constraint Type"
0082,0033,UT,SpecificationSelectionGuidance,1,"Specification Selection Guidance"
0082,0034,SQ,ConstraintValueSequence,1,"Constraint Value Sequence"
0082,0035,SQ,RecommendedDefaultValueSequence,1,"Recommended Default Value Sequence"
0082,0036,CS,ConstraintViolationSignificance,1,"Constraint Violation Significance"
0082,0037,UT,ConstraintViolationCondition,1,"Constraint Violation Condition"
0082,0038,CS,ModifiableConstraintFlag,1,"Modifiable Constraint Flag"
0088,0130,SH,StorageMediaFileSetID,1,"Storage Media File-set ID"
0088,0140,UI,StorageMediaFileSetUID,1,"Storage Media File-set UID"
0088,0200,SQ,IconImageSequence,1,"Icon Image Sequence"
0088,0904,LO,TopicTitle,1,"Topic Title"
0088,0906,ST,TopicSubject,1,"Topic Subject"
0088,0910,LO,TopicAuthor,1,"Topic Author"
0088,0912,LO,TopicKeywords,1-32,"Topic Keywords"
0100,0410,CS,SOPInstanceStatus,1,"SOP Instance Status"
0100,0420,DT,SOPAuthorizationDateTime,1,"SOP Authorization DateTime"
0100,0424,LT,SOPAuthorizationComment,1,"SOP Authorization Comment"
0100,0426,LO,AuthorizationEquipmentCertificationNumber,1,"Authorization Equipment Certification Number"
0400,0005,US,MACIDNumber,1,"MAC ID Number"
0400,0010,UI,MACCalculationTransferSyntaxUID,1,"MAC Calculation Transfer Syntax UID"
0400,0015,CS,MACAlgorithm,1,"MAC Algorithm"
0400,0020,AT,DataElementsSigned,1-n,"Data Elements Signed"
0400,0100,UI,DigitalSignatureUID,1,"Digital Signature UID"
0400,0105,DT,DigitalSignatureDateTime,1,"Digital Signature DateTime"
0400,0110,CS,CertificateType,1,"Certificate Type"
0400,0115,OB,CertificateOfSigner,1,"Certificate of Signer"
0400,0120,OB,Signature,1,"Signature"
0400,0305,CS,CertifiedTimestampType,1,"Certified Timestamp Type"
0400,0310,OB,CertifiedTimestamp,1,"Certified Timestamp"
0400,0315,FL,,1,""
0400,0401,SQ,DigitalSignaturePurposeCodeSequence,1,"Digital Signature Purpose Code Sequence"
0400,0402,SQ,ReferencedDigitalSignatureSequence,1,"Referenced Digital Signature Sequence"
0400,0403,SQ,ReferencedSOPInstanceMACSequence,1,"Referenced SOP Instance MAC Sequence"
0400,0404,OB,MAC,1,"MAC"
0400,0500,SQ,EncryptedAttributesSequence,1,"Encrypted Attributes Sequence"
0400,0510,UI,EncryptedContentTransferSyntaxUID,1,"Encrypted Content Transfer Syntax UID"
0400,0520,OB,EncryptedContent,1,"Encrypted Content"
0400,0550,SQ,ModifiedAttributesSequence,1,"Modified Attributes Sequence"
0400,0561,SQ,OriginalAttributesSequence,1,"Original Attributes Sequence"
0400,0562,DT,AttributeModificationDateTime,1,"Attribute Modification DateTime"
0400,0563,LO,ModifyingSystem,1,"Modifying System"
0400,0564,LO,SourceOfPreviousValues,1,"Source of Previous Values"
0400,0565,CS,ReasonForTheAttributeModification,1,"Reason for the Attribute Modification"
0400,0600,CS,InstanceOriginStatus,1,"Instance Origin Status"
2000,0010,IS,NumberOfCopies,1,"Number of Copies"
2000,001e,SQ,PrinterConfigurationSequence,1,"Printer Configuration Sequence"
2000,0020,CS,PrintPriority,1,"Print Priority"
2000,0030,CS,MediumType,1,"Medium Type"
2000,0040,CS,FilmDestination,1,"Film Destination"
2000,0050,LO,FilmSessionLabel,1,"Film Session Label"
2000,0060,IS,MemoryAllocation,1,"Memory Allocation"
2000,0061,IS,MaximumMemoryAllocation,1,"Maximum Memory Allocation"
2000,0062,CS,ColorImagePrintingFlag,1,"Color Image Printing Flag"
2000,0063,CS,CollationFlag,1,"Collation Flag"
2000,0065,CS,AnnotationFlag,1,"Annotation Flag"
2000,0067,CS,ImageOverlayFlag,1,"Image Overlay Flag"
2000,0069,CS,PresentationLUTFlag,1,"Presentation LUT Flag"
2000,006a,CS,ImageBoxPresentationLUTFlag,1,"Image Box Presentation LUT Flag"
2000,00a0,US,MemoryBitDepth,1,"Memory Bit Depth"
2000,00a1,US,PrintingBitDepth,1,"Printing Bit Depth"
2000,00a2,SQ,MediaInstalledSequence,1,"Media Installed Sequence"
2000,00a4,SQ,OtherMediaAvailableSequence,1,"Other Media Available Sequence"
2000,00a8,SQ,SupportedImageDisplayFormatsSequence,1,"Supported Image Display Formats Sequence"
2000,0500,SQ,ReferencedFilmBoxSequence,1,"Referenced Film Box Sequence"
2000,0510,SQ,ReferencedStoredPrintSequence,1,"Referenced Stored Print Sequence"
2010,0010,ST,ImageDisplayFormat,1,"Image Display Format"
2010,0030,CS,AnnotationDisplayFormatID,1,"Annotation Display Format ID"
2010,0040,CS,FilmOrientation,1,"Film Orientation"
2010,0050,CS,FilmSizeID,1,"Film Size ID"
2010,0052,CS,PrinterResolutionID,1,"Printer Resolution ID"
2010,0054,CS,DefaultPrinterResolutionID,1,"Default Printer Resolution ID"
2010,0060,CS,MagnificationType,1,"Magnification Type"
2010,0080,CS,SmoothingType,1,"Smoothing Type"
2010,00a6,CS,DefaultMagnificationType,1,"Default Magnification Type"
2010,00a7,CS,OtherMagnificationTypesAvailable,1-n,"Other Magnification Types Available"
2010,00a8,CS,DefaultSmoothingType,1,"Default Smoothing Type"
2010,00a9,CS,OtherSmoothingTypesAvailable,1-n,"Other Smoothing Types Available"
2010,0100,CS,BorderDensity,1,"Border Density"
2010,0110,CS,EmptyImageDensity,1,"Empty Image Density"
2010,0120,US,MinDensity,1,"Min Density"
2010,0130,US,MaxDensity,1,"Max Density"
2010,0140,CS,Trim,1,"Trim"
2010,0150,ST,ConfigurationInformation,1,"Configuration Information"
2010,0152,LT,ConfigurationInformationDescription,1,"Configuration Information Description"
2010,0154,IS,MaximumCollatedFilms,1,"Maximum Collated Films"
2010,015e,US,Illumination,1,"Illumination"
2010,0160,US,ReflectedAmbientLight,1,"Reflected Ambient Light"
2010,0376,DS,PrinterPixelSpacing,2,"Printer Pixel Spacing"
2010,0500,SQ,ReferencedFilmSessionSequence,1,"Referenced Film Session Sequence"
2010,0510,SQ,ReferencedImageBoxSequence,1,"Referenced Image Box Sequence"
2010,0520,SQ,ReferencedBasicAnnotationBoxSequence,1,"Referenced Basic Annotation Box Sequence"
2020,0010,US,ImageBoxPosition,1,"Image Box Position"
2020,0020,CS,Polarity,1,"Polarity"
2020,0030,DS,RequestedImageSize,1,"Requested Image Size"
2020,0040,CS,RequestedDecimateCropBehavior,1,"Requested Decimate/Crop Behavior"
2020,0050,CS,RequestedResolutionID,1,"Requested Resolution ID"
2020,00a0,CS,RequestedImageSizeFlag,1,"Requested Image Size Flag"
2020,00a2,CS,DecimateCropResult,1,"Decimate/Crop Result"
2020,0110,SQ,BasicGrayscaleImageSequence,1,"Basic Grayscale Image Sequence"
2020,0111,SQ,BasicColorImageSequence,1,"Basic Color Image Sequence"
2020,0130,SQ,ReferencedImageOverlayBoxSequence,1,"Referenced Image Overlay Box Sequence"
2020,0140,SQ,ReferencedVOILUTBoxSequence,1,"Referenced VOI LUT Box Sequence"
2030,0010,US,AnnotationPosition,1,"Annotation Position"
2030,0020,LO,TextString,1,"Text String"
2040,0010,SQ,ReferencedOverlayPlaneSequence,1,"Referenced Overlay Plane Sequence"
2040,0011,US,ReferencedOverlayPlaneGroups,1-99,"Referenced Overlay Plane Groups"
2040,0020,SQ,OverlayPixelDataSequence,1,"Overlay Pixel Data Sequence"
2040,0060,CS,OverlayMagnificationType,1,"Overlay Magnification Type"
2040,0070,CS,OverlaySmoothingType,1,"Overlay Smoothing Type"
2040,0072,CS,OverlayOrImageMagnification,1,"Overlay or Image Magnification"
2040,0074,US,MagnifyToNumberOfColumns,1,"Magnify to Number of Columns"
2040,0080,CS,OverlayForegroundDensity,1,"Overlay Foreground Density"
2040,0082,CS,OverlayBackgroundDensity,1,"Overlay Background Density"
2040,0090,CS,OverlayMode,1,"Overlay Mode"
2040,0100,CS,ThresholdDensity,1,"Threshold Density"
2040,0500,SQ,ReferencedImageBoxSequenceRetired,1,"Referenced Image Box Sequence (Retired)"
2050,0010,SQ,PresentationLUTSequence,1,"Presentation LUT Sequence"
2050,0020,CS,PresentationLUTShape,1,"Presentation LUT Shape"
2050,0500,SQ,ReferencedPresentationLUTSequence,1,"Referenced Presentation LUT Sequence"
2100,0010,SH,PrintJobID,1,"Print Job ID"
2100,0020,CS,ExecutionStatus,1,"Execution Status"
2100,0030,CS,ExecutionStatusInfo,1,"Execution Status Info"
2100,0040,DA,CreationDate,1,"Creation Date"
2100,0050,TM,CreationTime,1,"Creation Time"
2100,0070,AE,Originator,1,"Originator"
2100,0140,AE,DestinationAE,1,"Destination AE"
2100,0160,SH,OwnerID,1,"Owner ID"
